,,
,,
,,
,,
FIPS_Code,Stabr,PCTPOVALL_2021
27131,MN,9.4
27133,MN,9.7
27135,MN,9.9
27137,MN,13.8
27139,MN,4.6
27141,MN,6
27143,MN,9
27145,MN,13.5
27147,MN,9.1
27149,MN,11.9
27151,MN,10.8
27153,MN,13.1
27155,MN,12.6
27157,MN,7.4
27159,MN,12.7
27161,MN,8.8
27163,MN,5.2
27165,MN,11.6
27167,MN,10
27169,MN,12.3
27171,MN,4.9
27173,MN,10.7
28000,MS,19.2
28001,MS,25.8
28003,MS,17
28005,MS,22
28007,MS,22.3
28009,MS,19.7
28011,MS,34.2
28013,MS,22.4
28015,MS,15.9
28017,MS,19.9
28019,MS,20.9
28021,MS,33.3
28023,MS,18.5
28025,MS,22.7
28027,MS,37.9
28029,MS,20.9
28031,MS,19.9
28033,MS,10.8
28035,MS,20.1
28037,MS,22.1
28039,MS,16.4
28041,MS,21.2
28043,MS,22.1
28045,MS,17.3
28047,MS,18
28049,MS,25.2
28051,MS,37.8
28053,MS,33.3
28055,MS,43.9
28057,MS,13.1
28059,MS,14.7
28061,MS,16.7
28063,MS,31.7
28065,MS,25.2
28067,MS,18.8
28069,MS,26.1
28071,MS,16.5
28073,MS,11.8
28075,MS,22.8
28077,MS,19.3
28079,MS,21.1
28081,MS,15.2
28083,MS,35.6
28085,MS,17.7
28087,MS,18.5
28089,MS,11.5
28091,MS,22.9
28093,MS,19.9
28095,MS,16.9
28097,MS,21.2
28099,MS,21.2
28101,MS,20.2
28103,MS,26.8
28105,MS,22.2
28107,MS,22.6
28109,MS,16.1
28111,MS,20.5
28113,MS,27.6
28115,MS,16.3
28117,MS,16.5
28119,MS,33.8
28121,MS,10.8
28123,MS,19.1
28125,MS,35.1
28127,MS,21.3
28129,MS,17
28131,MS,16.6
28133,MS,38.7
28135,MS,33.7
28137,MS,14.9
28139,MS,19
28141,MS,15.7
28143,MS,26.6
28145,MS,14.1
28147,MS,23.7
28149,MS,20.7
28151,MS,28.1
28153,MS,22.5
28155,MS,16.5
28157,MS,32.4
28159,MS,22.2
28161,MS,22.3
28163,MS,31.3
29000,MO,12.8
29001,MO,23.9
29003,MO,8.7
29005,MO,12.5
29007,MO,16.3
29009,MO,19
29011,MO,15.5
29013,MO,13.7
29015,MO,15.6
29017,MO,15
29019,MO,16.6
29021,MO,18.6
29023,MO,19.9
29025,MO,13.2
29027,MO,10.5
29029,MO,13.2
29031,MO,12.4
29033,MO,12.1
29035,MO,20.4
29037,MO,7.3
29039,MO,18.2
29041,MO,11.8
29043,MO,8.3
29045,MO,13
29047,MO,8.1
29049,MO,10.1
29051,MO,11.6
29053,MO,12.5
29055,MO,15.8
29057,MO,15.2
29059,MO,16.6
29061,MO,12.9
29063,MO,13.3
29065,MO,16.4
29067,MO,20.5
29069,MO,22.3
29071,MO,9.6
29073,MO,11.3
29075,MO,14.1
29077,MO,13.2
29079,MO,16.7
29081,MO,15.1
29083,MO,14.5
29085,MO,18.1
29087,MO,13.9
29089,MO,12.2
29091,MO,18.4
29093,MO,18.6
29095,MO,13.1
29097,MO,16.8
29099,MO,8.7
29101,MO,11.7
29103,MO,17.1
29105,MO,15.7
29107,MO,10.5
29109,MO,14.6
29111,MO,14.9
29113,MO,9.3
29115,MO,14.7
29117,MO,13.8
29119,MO,17.8
29121,MO,13.7
29123,MO,13.9
29125,MO,11.3
29127,MO,13.8
29129,MO,13
29131,MO,15
29133,MO,23.2
29135,MO,11.4
29137,MO,15
29139,MO,13.2
29141,MO,17.6
29143,MO,22.1
29145,MO,15.1
29147,MO,15.2
29149,MO,21.2
29151,MO,8.4
29153,MO,20.4
29155,MO,23.7
29157,MO,10.1
29159,MO,16.1
29161,MO,18.1
29163,MO,16.6
29165,MO,6.9
29167,MO,15.3
29169,MO,12.7
29171,MO,14.4
29173,MO,9.8
29175,MO,15.3
29177,MO,10.4
29179,MO,16.4
29181,MO,23.4
29183,MO,5.3
29185,MO,18.2
29186,MO,10.3
29187,MO,18
29189,MO,10.5
29195,MO,13.7
29197,MO,13.1
29199,MO,14.2
29201,MO,15.9
29203,MO,21.5
29205,MO,14.3
29207,MO,17.9
29209,MO,14.6
29211,MO,16.1
29213,MO,15.6
29215,MO,22
29217,MO,19.3
29219,MO,7.9
29221,MO,19.4
29223,MO,20
29225,MO,15
29227,MO,14
29229,MO,19.8
29510,MO,21.5
30000,MT,12
30001,MT,12.7
30003,MT,25.7
30005,MT,18.9
30007,MT,8.6
30009,MT,9.2
30011,MT,13.1
30013,MT,13
30015,MT,14.4
30017,MT,13.2
30019,MT,11.2
30021,MT,11.2
30023,MT,14.6
30025,MT,8.9
30027,MT,12
30029,MT,9.5
30031,MT,8.8
30033,MT,14.8
30035,MT,24.6
30037,MT,16.6
30039,MT,11.7
30041,MT,16.9
30043,MT,7.4
30045,MT,15.1
30047,MT,17.2
30049,MT,9
30051,MT,16.1
30053,MT,16.8
30055,MT,13.9
30057,MT,9.1
30059,MT,15.3
30061,MT,14.2
30063,MT,12.9
30065,MT,15.8
30067,MT,9.9
30069,MT,12.9
30071,MT,14.5
30073,MT,17
30075,MT,11.1
30077,MT,16.9
30079,MT,13.7
30081,MT,9.5
30083,MT,9.1
30085,MT,25.3
30087,MT,17.6
30089,MT,14.7
30091,MT,11.8
30093,MT,13
30095,MT,8.1
30097,MT,9.7
30099,MT,12.5
30101,MT,14.6
30103,MT,12.1
30105,MT,11.8
30107,MT,17.2
30109,MT,11.1
30111,MT,11.3
31000,NE,10.5
31001,NE,11.7
31003,NE,10
31005,NE,13
31007,NE,10.3
31009,NE,13.7
31011,NE,9.6
31013,NE,11.2
31015,NE,14.1
31017,NE,10.9
31019,NE,10.7
31021,NE,10
31023,NE,8.3
31025,NE,6.4
31027,NE,7.9
31029,NE,8.8
31031,NE,11.1
31033,NE,11.9
31035,NE,9.9
31037,NE,8.3
31039,NE,8.5
31041,NE,10.6
31043,NE,10.4
31045,NE,15.3
31047,NE,10.7
31049,NE,11.1
31051,NE,8
31053,NE,10.6
31055,NE,11.7
31057,NE,13.9
31059,NE,8.9
31061,NE,13
31063,NE,12
31065,NE,11.9
31067,NE,12
31069,NE,15
31071,NE,11.3
31073,NE,8.6
31075,NE,10
31077,NE,13
31079,NE,12
31081,NE,6.7
31083,NE,9.7
31085,NE,14
31087,NE,13.2
31089,NE,10.9
31091,NE,7
31093,NE,8.1
31095,NE,9.7
31097,NE,13.3
31099,NE,7.7
31101,NE,11.6
31103,NE,19.3
31105,NE,11.9
31107,NE,12.3
31109,NE,12
31111,NE,11.1
31113,NE,9.9
31115,NE,15.6
31117,NE,11.4
31119,NE,9.7
31121,NE,9
31123,NE,13.5
31125,NE,10.5
31127,NE,11.5
31129,NE,9.9
31131,NE,9.3
31133,NE,12.4
31135,NE,9.4
31137,NE,8.8
31139,NE,10.1
31141,NE,7.8
31143,NE,6.6
31145,NE,10.9
31147,NE,11.4
31149,NE,14
31151,NE,10.1
31153,NE,5.5
31155,NE,7.3
31157,NE,13.6
31159,NE,7.8
31161,NE,13.3
31163,NE,11.1
31165,NE,15.5
31167,NE,7.1
31169,NE,8.9
31171,NE,11.8
31173,NE,19
31175,NE,11.4
31177,NE,6.3
31179,NE,12.5
31181,NE,11.4
31183,NE,11.2
31185,NE,8.5
32000,NV,14
32001,NV,10.4
32003,NV,15.1
32005,NV,8
32007,NV,9.7
32009,NV,14.5
32011,NV,10
32013,NV,10.6
32015,NV,11
32017,NV,13.9
32019,NV,9.4
32021,NV,17.5
32023,NV,14.9
32027,NV,18.3
32029,NV,7
32031,NV,11
32033,NV,12.8
32510,NV,11.8
33000,NH,7.4
33001,NH,7.6
33003,NH,7.9
33005,NH,9.9
33007,NH,12.5
33009,NH,8.6
33011,NH,7.3
33013,NH,8.7
33015,NH,4.6
33017,NH,8.9
33019,NH,9.1
34000,NJ,10.2
34001,NJ,15.1
34003,NJ,7.5
34005,NJ,7.6
34007,NJ,12
34009,NJ,9
34011,NJ,14.4
34013,NJ,15.1
34015,NJ,7.7
34017,NJ,15.9
34019,NJ,4.1
34021,NJ,10.4
34023,NJ,8
34025,NJ,7.4
34027,NJ,5.6
34029,NJ,11.4
34031,NJ,14.1
34033,NJ,12
34035,NJ,5.5
34037,NJ,6.1
34039,NJ,9.3
34041,NJ,9.3
35000,NM,17.7
35001,NM,15.2
35003,NM,19.8
35005,NM,27.6
35006,NM,26.4
35007,NM,18.8
35009,NM,18.9
35011,NM,19.6
35013,NM,19.3
35015,NM,13.8
35017,NM,18.6
35019,NM,25.8
35021,NM,17.4
35023,NM,24.1
35025,NM,18.8
35027,NM,18.4
35028,NM,3.7
35029,NM,27.6
35031,NM,30.3
35033,NM,21.9
35035,NM,19.9
35037,NM,22.3
35039,NM,20.4
35041,NM,21.1
35043,NM,9.4
35045,NM,24.3
35047,NM,21.4
35049,NM,12.3
35051,NM,26.7
35053,NM,22.2
35055,NM,18.6
35057,NM,22.7
35059,NM,19.5
35061,NM,18.8
36000,NY,14
36001,NY,11.9
36003,NY,14.6
36005,NY,26.4
36007,NY,14.1
36009,NY,16.1
36011,NY,14.8
36013,NY,17.2
36015,NY,14.9
36017,NY,13.3
36019,NY,15.1
36021,NY,10.5
36023,NY,11
36025,NY,15.9
36027,NY,9.7
36029,NY,13.7
36031,NY,11.3
36033,NY,16.7
36035,NY,13.6
36037,NY,9.6
36039,NY,11.7
36041,NY,9.6
36043,NY,13.3
36045,NY,12.4
36047,NY,19.2
36049,NY,12.6
36051,NY,12
36053,NY,10.4
36055,NY,13.3
36057,NY,15
36059,NY,6.1
36061,NY,17.4
36063,NY,13
36065,NY,14.2
36067,NY,14.2
36069,NY,7.8
36071,NY,12.2
36073,NY,16.1
36075,NY,15.7
36077,NY,13.8
36079,NY,6.6
36081,NY,13.6
36083,NY,12.3
36085,NY,11.9
36087,NY,15.2
36089,NY,15
36091,NY,7.7
36093,NY,12.9
36095,NY,12.9
36097,NY,13.6
36099,NY,13.4
36101,NY,13.7
36103,NY,6.4
36105,NY,17.1
36107,NY,11.7
36109,NY,16.2
36111,NY,11.3
36113,NY,10.2
36115,NY,12.3
36117,NY,10
36119,NY,9.4
36121,NY,9.4
36123,NY,10.6
37000,NC,13.5
37001,NC,12.5
37003,NC,12.6
37005,NC,17.8
37007,NC,21.2
37009,NC,14.2
37011,NC,17
37013,NC,20.1
37015,NC,20.7
37017,NC,21.6
37019,NC,9.8
37021,NC,11.7
37023,NC,14.3
37025,NC,9.4
37027,NC,14.8
37029,NC,8
37031,NC,11.8
37033,NC,20.7
37035,NC,13.5
37037,NC,12.2
37039,NC,13.9
37041,NC,17.6
37043,NC,13.8
37045,NC,18
37047,NC,23.4
37049,NC,12.6
37051,NC,15.8
37053,NC,8.6
37055,NC,8.7
37057,NC,13.6
37059,NC,9.7
37061,NC,19.1
37063,NC,13.4
37065,NC,22.4
37067,NC,14.3
37069,NC,12.5
37071,NC,14.9
37073,NC,13.5
37075,NC,17.1
37077,NC,14
37079,NC,23.3
37081,NC,13.5
37083,NC,27.3
37085,NC,13.3
37087,NC,13.7
37089,NC,12
37091,NC,24.5
37093,NC,15.5
37095,NC,21
37097,NC,9.5
37099,NC,18.7
37101,NC,11.8
37103,NC,17.6
37105,NC,15.1
37107,NC,21.1
37109,NC,8.8
37111,NC,14.5
37113,NC,14.2
37115,NC,15.3
37117,NC,20.1
37119,NC,10.2
37121,NC,15
37123,NC,17.6
37125,NC,9.2
37127,NC,14.8
37129,NC,11.9
37131,NC,23.6
37133,NC,13.9
37135,NC,12.2
37137,NC,15.3
37139,NC,15.4
37141,NC,10.8
37143,NC,15.5
37145,NC,17.5
37147,NC,21.6
37149,NC,12.3
37151,NC,13.5
37153,NC,26.2
37155,NC,27.9
37157,NC,18.1
37159,NC,17
37161,NC,17.5
37163,NC,20.4
37165,NC,24.4
37167,NC,14.5
37169,NC,13.1
37171,NC,16.1
37173,NC,17.4
37175,NC,12.5
37177,NC,21.1
37179,NC,7.7
37181,NC,20.8
37183,NC,9.4
37185,NC,19.9
37187,NC,20.7
37189,NC,21.8
37191,NC,18.7
37193,NC,17.1
37195,NC,18.8
37197,NC,12.7
37199,NC,17.4
38000,ND,10.9
38001,ND,12
38003,ND,11.2
38005,ND,26.3
38007,ND,10.8
38009,ND,11.2
38011,ND,9
38013,ND,8.9
38015,ND,8.3
38017,ND,10.6
38019,ND,8
38021,ND,11.2
38023,ND,10.8
38025,ND,11
38027,ND,11.7
38029,ND,13.4
38031,ND,8.9
38033,ND,12.7
38035,ND,13.6
38037,ND,17.3
38039,ND,10.7
38041,ND,14.4
38043,ND,14.2
38045,ND,10.9
38047,ND,14.2
38049,ND,11.9
38051,ND,13.8
38053,ND,9.1
38055,ND,10.6
38057,ND,8
38059,ND,9.9
38061,ND,11.2
38063,ND,10.4
38065,ND,11.1
38067,ND,9.7
38069,ND,12.3
38071,ND,12.3
38073,ND,8.9
38075,ND,8.5
38077,ND,10.1
38079,ND,27.2
38081,ND,9
38083,ND,16.5
38085,ND,42.8
38087,ND,12.8
38089,ND,10.1
38091,ND,8.5
38093,ND,11.7
38095,ND,11.4
38097,ND,9.9
38099,ND,11.9
38101,ND,9.4
38103,ND,12.4
38105,ND,8.5
39000,OH,13.3
39001,OH,18.9
39003,OH,15.3
39005,OH,10.9
39007,OH,15.7
39009,OH,20.9
39011,OH,7.9
39013,OH,15.9
39015,OH,16.8
39017,OH,11.6
39019,OH,13.3
39021,OH,10.6
39023,OH,16
39025,OH,9.5
39027,OH,12
39029,OH,16.7
39031,OH,13.9
39033,OH,13.5
39035,OH,16.2
39037,OH,10.4
39039,OH,10.1
39041,OH,4.1
39043,OH,12.6
39045,OH,8.2
39047,OH,16.3
39049,OH,14.3
39051,OH,8.1
39053,OH,18
39055,OH,6.2
39057,OH,10.3
39059,OH,15.2
39061,OH,15.7
39063,OH,10
39065,OH,16.9
39067,OH,14.1
39069,OH,8.9
39071,OH,13.9
39073,OH,16.5
39075,OH,10.1
39077,OH,11.2
39079,OH,17.7
39081,OH,17.2
39083,OH,12.5
39085,OH,7
39087,OH,17.2
39089,OH,11
39091,OH,10.1
39093,OH,12.8
39095,OH,17.4
39097,OH,13.4
39099,OH,19.3
39101,OH,15.8
39103,OH,6.1
39105,OH,21.1
39107,OH,7.3
39109,OH,8.2
39111,OH,14.2
39113,OH,15.2
39115,OH,16.4
39117,OH,11.3
39119,OH,15.8
39121,OH,16.3
39123,OH,8.4
39125,OH,10.3
39127,OH,13.9
39129,OH,10.2
39131,OH,19.2
39133,OH,12.4
39135,OH,11
39137,OH,7.1
39139,OH,13.4
39141,OH,18.9
39143,OH,13.1
39145,OH,23.9
39147,OH,12
39149,OH,10.7
39151,OH,12.8
39153,OH,12.5
39155,OH,15.5
39157,OH,12.4
39159,OH,5.5
39161,OH,8.9
39163,OH,19.3
39165,OH,5.9
39167,OH,13.6
39169,OH,9.6
39171,OH,9
39173,OH,10.9
39175,OH,7.9
40000,OK,15.4
40001,OK,20.8
40003,OK,16.4
40005,OK,17.1
40007,OK,11.6
40009,OK,18.4
40011,OK,18
40013,OK,16.5
40015,OK,26.1
40017,OK,8.2
40019,OK,14.2
40021,OK,21.8
40023,OK,18.6
40025,OK,15.9
40027,OK,12.3
40029,OK,18.7
40031,OK,19.2
40033,OK,17.6
40035,OK,17.5
40037,OK,14.3
40039,OK,17
40041,OK,18.1
40043,OK,16.4
40045,OK,12.9
40047,OK,12.9
40049,OK,15.6
40051,OK,13.4
40053,OK,14.1
40055,OK,23
40057,OK,27.8
40059,OK,11.4
40061,OK,21.5
40063,OK,21.4
40065,OK,14.9
40067,OK,24.2
40069,OK,20.9
40071,OK,15.8
40073,OK,10.7
40075,OK,20.6
40077,OK,20
40079,OK,23.5
40081,OK,15.8
40083,OK,13.1
40085,OK,15.3
40087,OK,9.2
40089,OK,21.5
40091,OK,18.1
40093,OK,10.7
40095,OK,14.9
40097,OK,14.6
40099,OK,13.5
40101,OK,19.2
40103,OK,11.8
40105,OK,15.5
40107,OK,26.8
40109,OK,16.3
40111,OK,18
40113,OK,12.3
40115,OK,20.5
40117,OK,14.8
40119,OK,20.7
40121,OK,18.2
40123,OK,17.4
40125,OK,14.4
40127,OK,18.2
40129,OK,15
40131,OK,9.7
40133,OK,20.1
40135,OK,19.6
40137,OK,18.9
40139,OK,12.9
40141,OK,20.9
40143,OK,14.7
40145,OK,9.7
40147,OK,16.7
40149,OK,15.9
40151,OK,14.7
40153,OK,14
41000,OR,12.2
41001,OR,16
41003,OR,17.3
41005,OR,8.4
41007,OR,12.9
41009,OR,10.2
41011,OR,17.4
41013,OR,12
41015,OR,14.8
41017,OR,8.7
41019,OR,16.5
41021,OR,10.4
41023,OR,15.6
41025,OR,16.2
41027,OR,10.9
41029,OR,13.5
41031,OR,15.9
41033,OR,16.8
41035,OR,19.1
41037,OR,15.7
41039,OR,14.4
41041,OR,15.2
41043,OR,12.1
41045,OR,20
41047,OR,13.3
41049,OR,13.8
41051,OR,12.4
41053,OR,11
41055,OR,12.8
41057,OR,14.6
41059,OR,13.2
41061,OR,17.5
41063,OR,12.9
41065,OR,13.3
41067,OR,8.6
41069,OR,17.4
41071,OR,10.9
42000,PA,12
42001,PA,8.6
42003,PA,11.3
42005,PA,11.8
42007,PA,11.1
42009,PA,11.6
42011,PA,12.9
42013,PA,11.9
42015,PA,13.7
42017,PA,6.5
42019,PA,8.5
42021,PA,12.9
42023,PA,13.4
42025,PA,14
42027,PA,15.2
42029,PA,6.6
42031,PA,11.8
42033,PA,14.2
42035,PA,13.2
42037,PA,16.2
42039,PA,15
42041,PA,8
42043,PA,11.8
42045,PA,10.1
42047,PA,10.1
42049,PA,15.8
42051,PA,15.9
42053,PA,19.6
42055,PA,9.5
42057,PA,11.4
42059,PA,14.8
42061,PA,13.9
42063,PA,13.7
42065,PA,13.3
42067,PA,9.9
42069,PA,13.7
42071,PA,8.8
42073,PA,12.2
42075,PA,9
42077,PA,11.1
42079,PA,12.8
42081,PA,10.7
42083,PA,13.4
42085,PA,12.9
42087,PA,15.1
42089,PA,11.3
42091,PA,7
42093,PA,9.3
42095,PA,9.7
42097,PA,11.8
42099,PA,7.9
42101,PA,22.3
42103,PA,8.8
42105,PA,16.1
42107,PA,12.8
42109,PA,9.7
42111,PA,12.9
42113,PA,12.9
42115,PA,12
42117,PA,13.3
42119,PA,12.1
42121,PA,13.1
42123,PA,12.3
42125,PA,9.1
42127,PA,12.6
42129,PA,11.2
42131,PA,11.6
42133,PA,9.2
44000,RI,12.1
44001,RI,7.5
44003,RI,8.1
44005,RI,9.7
44007,RI,14.3
44009,RI,9.2
45000,SC,14.5
45001,SC,14.8
45003,SC,15.5
45005,SC,35.4
45007,SC,15.9
45009,SC,25.9
45011,SC,23
45013,SC,11.3
45015,SC,10.2
45017,SC,18.7
45019,SC,13.8
45021,SC,18.8
45023,SC,17.3
45025,SC,20.2
45027,SC,20.8
45029,SC,20.9
45031,SC,20.9
45033,SC,26.1
45035,SC,9.9
45037,SC,16.8
45039,SC,20.6
45041,SC,18.8
45043,SC,14.7
45045,SC,10.9
45047,SC,15.9
45049,SC,23.5
45051,SC,12.6
45053,SC,16.1
45055,SC,14
45057,SC,11.8
45059,SC,18.5
45061,SC,25.9
45063,SC,11.1
45065,SC,19.5
45067,SC,29.2
45069,SC,24.1
45071,SC,14.9
45073,SC,16.4
45075,SC,26.5
45077,SC,17.8
45079,SC,17
45081,SC,16.5
45083,SC,13.7
45085,SC,20
45087,SC,20.1
45089,SC,21.2
45091,SC,9.7
46000,SD,11.9
46003,SD,9.9
46005,SD,12.7
46007,SD,31
46009,SD,14
46011,SD,12.6
46013,SD,11.6
46015,SD,12.8
46017,SD,35.9
46019,SD,12.2
46021,SD,10.9
46023,SD,22.6
46025,SD,10.6
46027,SD,16.8
46029,SD,9.6
46031,SD,41.9
46033,SD,9.8
46035,SD,11.4
46037,SD,14.5
46039,SD,9.1
46041,SD,23.7
46043,SD,11.4
46045,SD,10.1
46047,SD,13.5
46049,SD,15.7
46051,SD,9.8
46053,SD,14.2
46055,SD,10.7
46057,SD,7.8
46059,SD,8.7
46061,SD,8.2
46063,SD,11.5
46065,SD,9.8
46067,SD,12.8
46069,SD,11.3
46071,SD,28.1
46073,SD,13.2
46075,SD,12.9
46077,SD,9.3
46079,SD,9.6
46081,SD,13
46083,SD,3.9
46085,SD,20.7
46087,SD,9.2
46089,SD,16.7
46091,SD,11.2
46093,SD,9.3
46095,SD,30
46097,SD,10.9
46099,SD,9.5
46101,SD,10.5
46102,SD,43.5
46103,SD,11.6
46105,SD,14.3
46107,SD,10.1
46109,SD,17.6
46111,SD,12.4
46115,SD,11.2
46117,SD,7.5
46119,SD,7.5
46121,SD,39.8
46123,SD,20.5
46125,SD,9.7
46127,SD,6.5
46129,SD,16.4
46135,SD,11
46137,SD,38.1
47000,TN,13.7
47001,TN,14.3
47003,TN,13.4
47005,TN,18.3
47007,TN,22.1
47009,TN,9.7
47011,TN,11.7
47013,TN,19.9
47015,TN,14.9
47017,TN,15.9
47019,TN,17.1
47021,TN,8.6
47023,TN,17.6
47025,TN,17.1
47027,TN,18.7
47029,TN,21
47031,TN,15.6
47033,TN,15.6
47035,TN,14.9
47037,TN,15
47039,TN,17.7
47041,TN,15.5
47043,TN,12.1
47045,TN,16
47047,TN,12.3
47049,TN,19.9
47051,TN,12.4
47053,TN,13.4
47055,TN,12.4
47057,TN,16.9
47059,TN,12.5
47061,TN,20.5
47063,TN,18.4
47065,TN,12.6
47067,TN,27.6
47069,TN,20.9
47071,TN,17.6
47073,TN,16.5
47075,TN,21.3
47077,TN,13.6
47079,TN,16.4
47081,TN,16.3
47083,TN,15.3
47085,TN,12.1
47087,TN,21.2
47089,TN,14.7
47091,TN,23.7
47093,TN,12.1
47095,TN,33.4
47097,TN,21.5
47099,TN,13.6
47101,TN,14.7
47103,TN,14.6
47105,TN,9.6
47107,TN,14.5
47109,TN,15.4
47111,TN,15.9
47113,TN,17.1
47115,TN,16.2
47117,TN,11.1
47119,TN,10.3
47121,TN,15.2
47123,TN,15.6
47125,TN,10.8
47127,TN,9.7
47129,TN,18.1
47131,TN,15.5
47133,TN,14.9
47135,TN,17
47137,TN,14.2
47139,TN,13.5
47141,TN,13.7
47143,TN,15.8
47145,TN,13.1
47147,TN,10.5
47149,TN,8.7
47151,TN,22.4
47153,TN,13.6
47155,TN,13.2
47157,TN,18
47159,TN,11.7
47161,TN,13.3
47163,TN,17.1
47165,TN,8.6
47167,TN,13.1
47169,TN,17.8
47171,TN,14.5
47173,TN,15.6
47175,TN,17
47177,TN,15.6
47179,TN,14.3
47181,TN,19.8
47183,TN,18
47185,TN,16.4
47187,TN,4
47189,TN,7.5
48000,TX,14.2
48001,TX,20.4
48003,TX,11.8
48005,TX,18.4
48007,TX,15.1
48009,TX,9.6
48011,TX,9.9
48013,TX,16.4
48015,TX,10.4
48017,TX,16.1
48019,TX,11.4
48021,TX,11.5
48023,TX,17.6
48025,TX,27.1
48027,TX,14.3
48029,TX,14.8
48031,TX,9
48033,TX,9.9
48035,TX,13.2
48037,TX,17.8
48039,TX,9
48041,TX,22.6
48043,TX,13.3
48045,TX,14.7
48047,TX,28.6
48049,TX,15.3
48051,TX,14.4
48053,TX,9.9
48055,TX,12.8
48057,TX,14.6
48059,TX,12.1
48061,TX,24.6
48063,TX,16.7
48065,TX,9.1
48067,TX,18.2
48069,TX,16.2
48071,TX,10.4
48073,TX,18.1
48075,TX,21.1
48077,TX,10.7
48079,TX,21.3
48081,TX,15.1
48083,TX,19.3
48085,TX,6.6
48087,TX,16.9
48089,TX,12.4
48091,TX,5.3
48093,TX,16.1
48095,TX,14.9
48097,TX,13
48099,TX,13.6
48101,TX,18.8
48103,TX,11.3
48105,TX,14.6
48107,TX,23.2
48109,TX,19.6
48111,TX,10.5
48113,TX,14.4
48115,TX,21.3
48117,TX,17.3
48119,TX,15.8
48121,TX,7.4
48123,TX,17.1
48125,TX,20.7
48127,TX,25.7
48129,TX,16.9
48131,TX,30
48133,TX,18.5
48135,TX,16.6
48137,TX,20.1
48139,TX,8.8
48141,TX,20.1
48143,TX,17.9
48145,TX,20.3
48147,TX,14.3
48149,TX,11
48151,TX,15.3
48153,TX,18.2
48155,TX,17.4
48157,TX,7.2
48159,TX,14.8
48161,TX,15.8
48163,TX,26.7
48165,TX,13.8
48167,TX,12.1
48169,TX,24.8
48171,TX,8.8
48173,TX,8.5
48175,TX,14.7
48177,TX,16.1
48179,TX,17.7
48181,TX,11.2
48183,TX,16.1
48185,TX,16.1
48187,TX,9.5
48189,TX,19.6
48191,TX,24.1
48193,TX,14.8
48195,TX,11.7
48197,TX,17.2
48199,TX,9.7
48201,TX,16.4
48203,TX,15
48205,TX,10.4
48207,TX,20.6
48209,TX,12.4
48211,TX,10.2
48213,TX,15.8
48215,TX,28.8
48217,TX,13.9
48219,TX,16.4
48221,TX,10.2
48223,TX,14.5
48225,TX,19.8
48227,TX,16.9
48229,TX,24
48231,TX,13.8
48233,TX,12.6
48235,TX,8.8
48237,TX,16
48239,TX,13.5
48241,TX,23.8
48243,TX,21.3
48245,TX,19.2
48247,TX,23.2
48249,TX,21.4
48251,TX,9.8
48253,TX,19.7
48255,TX,22.1
48257,TX,8.9
48259,TX,6.8
48261,TX,14.2
48263,TX,11.5
48265,TX,12.4
48267,TX,15.6
48269,TX,11.6
48271,TX,19
48273,TX,24.6
48275,TX,17.1
48277,TX,17
48279,TX,19.1
48281,TX,12.2
48283,TX,28.6
48285,TX,12.4
48287,TX,12.8
48289,TX,16.3
48291,TX,15.6
48293,TX,16.8
48295,TX,13.3
48297,TX,17.7
48299,TX,12.1
48301,TX,5.3
48303,TX,16.1
48305,TX,16.8
48307,TX,17.3
48309,TX,14.7
48311,TX,12.1
48313,TX,17.5
48315,TX,23
48317,TX,13.3
48319,TX,11.8
48321,TX,22.9
48323,TX,20.5
48325,TX,14.2
48327,TX,19.4
48329,TX,10.5
48331,TX,14.6
48333,TX,13.7
48335,TX,19.2
48337,TX,14.1
48339,TX,10.5
48341,TX,11.9
48343,TX,18.5
48345,TX,16.9
48347,TX,20.8
48349,TX,16
48351,TX,19.8
48353,TX,18.3
48355,TX,18.2
48357,TX,11.8
48359,TX,15.7
48361,TX,12.5
48363,TX,14.8
48365,TX,13.5
48367,TX,7.9
48369,TX,15.2
48371,TX,22.6
48373,TX,16.9
48375,TX,20.7
48377,TX,21.3
48379,TX,12.8
48381,TX,9.1
48383,TX,11.9
48385,TX,15.6
48387,TX,18.7
48389,TX,22.2
48391,TX,15.5
48393,TX,7.4
48395,TX,16.9
48397,TX,5.1
48399,TX,15.3
48401,TX,16.8
48403,TX,16.3
48405,TX,22.7
48407,TX,17.3
48409,TX,16.4
48411,TX,17.9
48413,TX,14.8
48415,TX,15.1
48417,TX,12
48419,TX,19.6
48421,TX,12
48423,TX,13
48425,TX,9.3
48427,TX,31.6
48429,TX,16.2
48431,TX,11.8
48433,TX,15.5
48435,TX,13.9
48437,TX,20.9
48439,TX,11.6
48441,TX,17.9
48443,TX,17.4
48445,TX,22.3
48447,TX,15
48449,TX,16
48451,TX,13.2
48453,TX,11.2
48455,TX,17.1
48457,TX,17.5
48459,TX,14.9
48461,TX,15.6
48463,TX,20.5
48465,TX,18.8
48467,TX,13.3
48469,TX,16.2
48471,TX,23.9
48473,TX,13.6
48475,TX,14.1
48477,TX,14
48479,TX,22.6
48481,TX,15.9
48483,TX,14.1
48485,TX,14.6
48487,TX,14.1
48489,TX,34.3
48491,TX,6
48493,TX,9.8
48495,TX,14.7
48497,TX,10.2
48499,TX,14.1
48501,TX,12.8
48503,TX,14.8
48505,TX,28.9
48507,TX,25.4
49000,UT,8.7
49001,UT,9.2
49003,UT,8
