,,
,,
,,
,,
FIPS_Code,Stabr,PCTPOVALL_2021
49005,UT,11
49007,UT,15.9
49009,UT,7.2
49011,UT,6.4
49013,UT,13.1
49015,UT,11.8
49017,UT,9.9
49019,UT,11.1
49021,UT,13.3
49023,UT,8.8
49025,UT,9.4
49027,UT,10.2
49029,UT,4.5
49031,UT,15.1
49033,UT,8
49035,UT,8.8
49037,UT,26.8
49039,UT,11.7
49041,UT,9.7
49043,UT,5.8
49045,UT,5.6
49047,UT,11.9
49049,UT,8.1
49051,UT,4.9
49053,UT,9.4
49055,UT,11.1
49057,UT,9.3
50000,VT,10.2
50001,VT,8.4
50003,VT,12.5
50005,VT,12.5
50007,VT,10
50009,VT,14.4
50011,VT,9.2
50013,VT,7.7
50015,VT,8.7
50017,VT,9.8
50019,VT,12.6
50021,VT,10.5
50023,VT,8.8
50025,VT,11.3
50027,VT,9.7
51000,VA,10.3
51001,VA,16.2
51003,VA,7
51005,VA,13.3
51007,VA,9.9
51009,VA,12.4
51011,VA,11.5
51013,VA,7.9
51015,VA,8.5
51017,VA,11.1
51019,VA,8.8
51021,VA,14.4
51023,VA,7
51025,VA,21.3
51027,VA,23.9
51029,VA,16.8
51031,VA,10.9
51033,VA,10.9
51035,VA,14.6
51036,VA,11.4
51037,VA,16.9
51041,VA,7.4
51043,VA,7.2
51045,VA,11.5
51047,VA,8.9
51049,VA,14.8
51051,VA,22
51053,VA,11.9
51057,VA,11.5
51059,VA,7.1
51061,VA,6.5
51063,VA,12.1
51065,VA,7.7
51067,VA,11.2
51069,VA,7.5
51071,VA,11.8
51073,VA,8.4
51075,VA,6.3
51077,VA,17.6
51079,VA,7.8
51081,VA,24.4
51083,VA,16
51085,VA,6.7
51087,VA,7
51089,VA,17
51091,VA,13.1
51093,VA,8.2
51095,VA,7
51097,VA,14.1
51099,VA,6.5
51101,VA,7.1
51103,VA,12
51105,VA,25.1
51107,VA,3.6
51109,VA,10
51111,VA,18.7
51113,VA,9.4
51115,VA,9.1
51117,VA,15.7
51119,VA,13
51121,VA,23.3
51125,VA,12.4
51127,VA,4.9
51131,VA,17.6
51133,VA,13.1
51135,VA,21
51137,VA,8.9
51139,VA,13.4
51141,VA,14.3
51143,VA,13.1
51145,VA,6
51147,VA,18.7
51149,VA,10.4
51153,VA,6.4
51155,VA,13.5
51157,VA,9.1
51159,VA,16.9
51161,VA,8.1
51163,VA,10.2
51165,VA,8.3
51167,VA,18.4
51169,VA,19.6
51171,VA,9.8
51173,VA,17.5
51175,VA,14.1
51177,VA,7.2
51179,VA,5.4
51181,VA,12.2
51183,VA,19.5
51185,VA,19.6
51187,VA,9.2
51191,VA,13.3
51193,VA,15.1
51195,VA,19.2
51197,VA,16.9
51199,VA,5.1
51510,VA,9.9
51520,VA,18.4
51530,VA,15.1
51540,VA,21.6
51550,VA,8.3
51570,VA,9.4
51580,VA,17.4
51590,VA,24.2
51595,VA,21.1
51600,VA,7.3
51610,VA,4
51620,VA,19.6
51630,VA,14.2
51640,VA,21
51650,VA,12.4
51660,VA,25
51670,VA,20.8
51678,VA,21
51680,VA,17.8
51683,VA,8.6
51685,VA,7.3
51690,VA,19.9
51700,VA,15.8
51710,VA,16.9
51720,VA,20.4
51730,VA,22.8
51735,VA,5.4
51740,VA,17.6
51750,VA,25.6
51760,VA,21.1
51770,VA,17.9
51775,VA,10.5
51790,VA,12
51800,VA,10.6
51810,VA,9.4
51820,VA,12.3
51830,VA,19.3
51840,VA,12.5
53000,WA,9.9
53001,WA,16
53003,WA,13.9
53005,WA,10.6
53007,WA,10.8
53009,WA,12
53011,WA,9
53013,WA,13.2
53015,WA,12.6
53017,WA,10
53019,WA,17.5
53021,WA,11.8
53023,WA,13.2
53025,WA,11.7
53027,WA,13.7
53029,WA,8.1
53031,WA,11.2
53033,WA,9.3
53035,WA,8.7
53037,WA,14.4
53039,WA,13
53041,WA,13.5
53043,WA,11.3
53045,WA,12.6
53047,WA,16
53049,WA,13.4
53051,WA,15.9
53053,WA,8.2
53055,WA,10.8
53057,WA,11.6
53059,WA,10.9
53061,WA,7.2
53063,WA,11.2
53065,WA,13.6
53067,WA,9.9
53069,WA,11.7
53071,WA,12.1
53073,WA,13
53075,WA,18.1
53077,WA,14.7
54000,WV,16.8
54001,WV,19.7
54003,WV,9.9
54005,WV,24.7
54007,WV,21.3
54009,WV,13
54011,WV,19
54013,WV,23.8
54015,WV,22.3
54017,WV,18.1
54019,WV,19.9
54021,WV,25.3
54023,WV,15.2
54025,WV,18.9
54027,WV,15.9
54029,WV,14.9
54031,WV,17.5
54033,WV,14.6
54035,WV,15.4
54037,WV,9.7
54039,WV,15.9
54041,WV,17.9
54043,WV,20.3
54045,WV,23.5
54047,WV,31.7
54049,WV,15.1
54051,WV,16.4
54053,WV,18.6
54055,WV,18.1
54057,WV,13.5
54059,WV,31.1
54061,WV,18.3
54063,WV,15.3
54065,WV,12.8
54067,WV,19.8
54069,WV,14.7
54071,WV,16
54073,WV,14.3
54075,WV,16.2
54077,WV,14.3
54079,WV,10.1
54081,WV,22
54083,WV,17.6
54085,WV,19.2
54087,WV,18.2
54089,WV,24.8
54091,WV,16
54093,WV,14.7
54095,WV,14
54097,WV,18.6
54099,WV,16.2
54101,WV,25.2
54103,WV,16.4
54105,WV,17.7
54107,WV,14.7
54109,WV,25
55000,WI,10.8
55001,WI,15.2
55003,WI,14.6
55005,WI,9.2
55007,WI,11.6
55009,WI,9.3
55011,WI,8.9
55013,WI,12.2
55015,WI,5.3
55017,WI,9.9
55019,WI,12.4
55021,WI,7.7
55023,WI,11.9
55025,WI,11.3
55027,WI,8.5
55029,WI,8.7
55031,WI,14.4
55033,WI,12.2
55035,WI,12.5
55037,WI,10.5
55039,WI,8.1
55041,WI,13.7
55043,WI,12.6
55045,WI,7.1
55047,WI,13
55049,WI,7.5
55051,WI,12.2
55053,WI,12.6
55055,WI,7.5
55057,WI,13.9
55059,WI,10.7
55061,WI,7.7
55063,WI,12.1
55065,WI,9.8
55067,WI,12.2
55069,WI,10.2
55071,WI,10.7
55073,WI,7.6
55075,WI,9.3
55077,WI,12
55078,WI,24.2
55079,WI,17.8
55081,WI,11.4
55083,WI,8.3
55085,WI,9.2
55087,WI,7.3
55089,WI,4.7
55091,WI,9.8
55093,WI,8.5
55095,WI,8.5
55097,WI,10.4
55099,WI,11.7
55101,WI,12.4
55103,WI,13.7
55105,WI,10.1
55107,WI,13.8
55109,WI,5.4
55111,WI,9.7
55113,WI,14.4
55115,WI,9.7
55117,WI,8.7
55119,WI,10.3
55121,WI,9.6
55123,WI,14.7
55125,WI,11.5
55127,WI,10.3
55129,WI,11.8
55131,WI,5.2
55133,WI,5
55135,WI,10
55137,WI,12.9
55139,WI,11
55141,WI,11.3
56000,WY,10.6
56001,WY,17.7
56003,WY,12.6
56005,WY,8.5
56007,WY,12.3
56009,WY,9.7
56011,WY,7.5
56013,WY,14.8
56015,WY,13
56017,WY,13.1
56019,WY,10
56021,WY,9.9
56023,WY,7.6
56025,WY,10.7
56027,WY,15.6
56029,WY,11.4
56031,WY,11.7
56033,WY,9.5
56035,WY,7.1
56037,WY,9.2
56039,WY,5.9
56041,WY,9.4
56043,WY,10.2
56045,WY,10.4
